,Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Phase
1272,8,1253-0019,12,Standard Building Supplies Ltd.,3/4 Std Fir Sq 4X8       Plywood ,SHT,6.0,38.24,229.44,01-52-23
1273,8,1253-0019,13,Standard Building Supplies Ltd.,2X4 S4S 2&Btr KD SPF 08  $601.88/MBF,EA,6.0,3.3266699999999996,19.96,01-52-23
1274,8,1253-0019,14,Standard Building Supplies Ltd.,DELIVERY FEE,EA,1.0,49.0,49.0,01-52-23
1275,8,1253-0019,15,Standard Building Supplies Ltd.,6 mil UV Trt Poly CLR    10'X100' 15,EA,1.0,44.79,44.79,01-52-23
1279,8,1253-0021,2,A&B Tool Rentals Ltd,ENVIRONMENTAL FEE 13819,EA,1.0,1.5,1.5,01-51-13
1280,8,1253-0021,3,A&B Tool Rentals Ltd,.FUEL  GASOLINE 1 LITRE ,l,17.0,2.45,41.65,01-51-13
1281,8,1253-0021,4,A&B Tool Rentals Ltd,PIG TAIL  30 AMP TWIST TO 15 AM  2370,EA,1.0,0.0,0.0,01-51-13
1284,8,1253-0024,1,Single Source Rentals Ltd,Machine (BOBCAT) /Operator,TON,0.0,0.0,0.0,31-23-23
1285,8,1253-0025,1,Cat Rental,GENERATOR / ONE WEEK,EA,1.0,78.33,78.33,01-51-13
1286,8,1253-0025,2,Cat Rental,GAS,l,10.0,2.25,22.5,01-51-13
1287,8,1253-0025,3,Cat Rental,DPP CHARGE,EA,1.0,10.97,10.97,01-51-13
1288,8,1253-0027,1,The Office Shop,OFFICE CHAIRS # 23,EA,3.0,50.0,150.0,01-52-22
1289,8,1253-0027,2,The Office Shop,delivery,EA,1.0,120.0,120.0,01-52-22
1290,8,1253-0028,1,EFAS SAFETY, 01-450 *Emzone Air Horn 46100,EA,4.0,14.95,59.8,01-52-17
1291,8,1253-0028,2,EFAS SAFETY, 02-005 10lb ABC Fire Extinguisher w/wall hook,EA,4.0,81.25,325.0,01-52-17
1292,8,1253-0029,1,The Office Shop,grey and black 4  dr. vertical ,EA,2.0,125.0,250.0,01-52-22
1293,8,1253-0029,2,The Office Shop,black 3 dr. lateral,EA,1.0,175.0,175.0,01-52-22
1294,8,1253-0029,3,The Office Shop,DELIVERY FEE,EA,1.0,120.0,120.0,01-52-22
1295,8,1253-0029,4,The Office Shop,bring up the stairs ,EA,1.0,30.0,30.0,01-52-22
1297,8,1253-0030,2,Standard Building Supplies Ltd.,Delivery fee,EA,1.0,79.0,79.0,01-52-23
1298,8,1253-0031,1,Wosks Coffee Service,Coffee and water  see below ,EA,0.0,0.0,0.0,01-52-22
1300,8,1253-0033,1,Advanced Mobile First Aid & Safety Inc.,20 L Spill Kit - Universal ,EA,1.0,42.0,42.0,01-52-17
1301,8,1253-0033,2,Advanced Mobile First Aid & Safety Inc.,Eye Skin Rinse Portable Eyewash,EA,6.0,13.5,81.0,01-52-17
1302,8,1253-0033,3,Advanced Mobile First Aid & Safety Inc.,Laser Lite Earplug (200/BOX),EA,1.0,16.95,16.95,01-52-17
1303,8,1253-0033,4,Advanced Mobile First Aid & Safety Inc.,EP1012CBK Clear Lens / PAIR,EA,12.0,2.75,33.0,01-52-17
1304,8,1253-0033,5,Advanced Mobile First Aid & Safety Inc., SRS1010V N95 Mask c/w Valve (BOX),EA,2.0,9.95,19.9,01-52-17
1305,8,1253-0033,6,Advanced Mobile First Aid & Safety Inc.,Bio-Med Wash  7oz,EA,1.0,11.5,11.5,01-52-17
1306,8,1253-0033,7,Advanced Mobile First Aid & Safety Inc., Hand Sanitizer  70%,EA,1.0,11.25,11.25,01-52-17
1307,8,1253-0033,8,Advanced Mobile First Aid & Safety Inc.,GLOVES Blue Nitrile Disposables XL (100/Box) ,EA,1.0,9.95,9.95,01-52-17
1308,8,1253-0033,9,Advanced Mobile First Aid & Safety Inc., Classic Strip Bandage  (100/BOX),EA,2.0,9.2,18.4,01-52-17
1309,8,1253-0033,10,Advanced Mobile First Aid & Safety Inc.,Non-Woven Gauze Sponges,EA,1.0,2.75,2.75,01-52-17
1310,8,1253-0033,11,Advanced Mobile First Aid & Safety Inc.,Scissors Universal Large ,EA,1.0,2.79,2.79,01-52-17
1311,8,1253-0033,12,Advanced Mobile First Aid & Safety Inc.,Almedic Curved Splinter Forceps,EA,1.0,1.65,1.65,01-52-17
1312,8,1253-0033,13,Advanced Mobile First Aid & Safety Inc.,Saline Solution 500ml Sterile Bottle,EA,2.0,4.73,9.46,01-52-17
1313,8,1253-0033,14,Advanced Mobile First Aid & Safety Inc.,Universal MirroR,EA,1.0,15.95,15.95,01-52-17
1314,8,1253-0033,15,Advanced Mobile First Aid & Safety Inc.,Service - Sharps Container  Empty 4.5L ,EA,1.0,16.5,16.5,01-52-17
1315,8,1253-0033,16,Advanced Mobile First Aid & Safety Inc.," Ardes Elastic Bandage 3"" x 5 ydS",EA,12.0,0.62,7.44,01-52-17
1316,8,1253-0033,17,Advanced Mobile First Aid & Safety Inc.,Ardes Triangular Bandage,EA,12.0,0.62,7.44,01-52-17
1317,8,1253-0033,18,Advanced Mobile First Aid & Safety Inc.,Ferno WizLoc Cervical Extrication Collar,EA,1.0,75.0,75.0,01-52-17
1318,8,1253-0033,19,Advanced Mobile First Aid & Safety Inc.,"Ardes ABD Pads 8"" x 10"" Sterile ",EA,12.0,0.4,4.8,01-52-17
1319,8,1253-0033,20,Advanced Mobile First Aid & Safety Inc.,Watson 5555PF Grease Monkey (box),EA,1.0,12.5,12.5,01-52-17
1321,8,1253-0035,1,Dick's Lumber,"MDF U/L 4'X 8'X 3/4"" ",EA,3.0,36.79,110.37,01-56-30
1322,8,1253-0035,2,Dick's Lumber,DELIVERY FEE,EA,1.0,35.0,35.0,01-56-30
1324,8,1253-0036,2,Norquip Services Ltd,MIC'S,EA,4.0,99.0,396.0,01-52-21
1327,8,1253-0037,3,Uline Canada Corporation,DELIVERY FEE,EA,1.0,41.45,41.45,01-52-17
1328,8,1253-0039,1,Standard Building Supplies Ltd.,"catch basin filter bags  donut style 24X96""",EA,5.0,59.99,299.95,01-52-23
1329,8,1253-0040,1,Gregg Distributors (B.C.) Ltd.,"BLK ANTI SLIT TAPE 1""X60'/NNN SG3101B",EA,1.0,28.2,28.2,01-52-17
1330,8,1253-0041,1,Canstore Rentals Ltd.,8' CONTAINER FOR TOOLS,MOS,1.0,110.0,110.0,01-52-13
1331,8,1253-0041,2,Canstore Rentals Ltd.,DELIVERY,EA,1.0,175.0,175.0,01-52-13
1332,8,1253-0041,3,Canstore Rentals Ltd.,PICKUP,EA,1.0,175.0,175.0,01-52-13
1333,8,1253-0042,1,Standard Building Supplies Ltd.,-,"3x 10', 6""dia. Solid PVC pipe",0.0,3.0,39.99,119.97
1334,8,1253-0042,2,Standard Building Supplies Ltd.,2X4 S4S 2&Btr KD SPF 14 ,EA,24.0,5.2175,125.22,01-52-23
1336,8,1253-0042,4,Standard Building Supplies Ltd.,Ice Melter 10kg Natural ,EA,12.0,9.5,114.0,01-52-23
1337,8,1253-0042,5,Standard Building Supplies Ltd.,Air Horn ,EA,21.5,3.0,64.5,01-52-23
1338,8,1253-0042,6,Standard Building Supplies Ltd.,DELIVERY FEE,EA,1.0,49.0,49.0,01-52-23
1339,8,1253-0043,1,KEEN ON Green,Garbage  junk removal ,EA,1.0,180.0,180.0,01-57-20
1340,8,1253-0044,1,EFAS SAFETY, Extinguisher Wall Bracket ,EA,2.0,5.0,10.0,01-52-17
1341,8,1253-0044,2,EFAS SAFETY,100' Orange Outdoor Extension Cord 1400,EA,1.0,52.31,52.31,01-52-17
1342,8,1253-0044,3,EFAS SAFETY,RED FIRE TRUCK   PAINT SPRAY,EA,4.0,4.95,19.8,01-52-17
1343,8,1253-0045,1,Advanced Mobile First Aid & Safety Inc.,MM-0083-G Electrical Tape  Green ,EA,2.0,2.36,4.72,01-52-17
1344,8,1253-0045,2,Advanced Mobile First Aid & Safety Inc.,MM-0083-B Electrical Tape  Blue,EA,2.0,2.36,4.72,01-52-17
1345,8,1253-0045,4,Advanced Mobile First Aid & Safety Inc.,MM-0083-W Electrical Tape  White ,EA,2.0,2.36,4.72,01-52-17
1346,8,1253-0045,5,Advanced Mobile First Aid & Safety Inc.,MM-0083-R Electrical Tape  Red,EA,2.0,2.36,4.72,01-52-17
1348,8,1253-0047,1,A&A Testing Ltd.,Water testing ,EA,1.0,0.0,0.0,01-52-17
1349,8,1253-0048,1,Universal Flagging Inc.,Traffic Management  SEE NOTES,EA,1.0,0.0,0.0,01-52-17
1351,8,1253-0050,1,Al Scott Lock & Safe Ltd.,Keyed Locks,MOS,0.0,0.0,0.0,01-57-30
1354,8,1253-0053,1,ECS Electrical Cable Supply Ltd.,50',single way ,0.0,2.0,44.8,89.6
1355,8,1253-0053,2,ECS Electrical Cable Supply Ltd.,100',single way ,0.0,2.0,88.6,177.2
1356,8,1253-0053,3,ECS Electrical Cable Supply Ltd.,50',3way ,0.0,2.0,53.0,106
1357,8,1253-0053,4,ECS Electrical Cable Supply Ltd.,100',3way ,0.0,2.0,95.0,190
1358,8,1253-0053,5,ECS Electrical Cable Supply Ltd.,DELIVERY,EA,1.0,30.0,30.0,01-52-23
1359,8,1253-0054,1,Advanced Mobile First Aid & Safety Inc.,TOURNIQUET TACTICAL CAT W/PLASTIC ROD EASY ONE-HANDED OPERAT,EA,2.0,21.0,42.0,01-52-16
1360,8,1253-0054,2,Advanced Mobile First Aid & Safety Inc.,"DuPont Tyvek Fitted Sheet  White  39"" x 84""",EA,2.0,9.13,18.26,01-52-16
1361,8,1253-0054,3,Advanced Mobile First Aid & Safety Inc.,"DuPont Tyvek Pillow Slip  White  20"" x 30""",EA,2.0,3.7,7.4,01-52-16
1362,8,1253-0055,1,Sen Western Wholesale Lumber Ltd, SPR 2X4 KD 2&BTR 10' ,EA,30.0,3.3266699999999996,99.8,01-56-29
1363,8,1253-0055,2,Sen Western Wholesale Lumber Ltd,DELIVERY,EA,1.0,48.0,48.0,01-56-29
1364,8,1253-0055,3,Sen Western Wholesale Lumber Ltd,CRANE TIME ,EA,1.0,45.0,45.0,01-56-29
1365,8,1253-0056,1,HD Supply Canada Inc., REUSABLE CONCRETE ANCHOR,EA,4.0,122.99,491.96,01-52-17
1366,8,1253-0057,1,Dick's Lumber,TARP ORANGE 12' X 20' INSULATED 2.5OZ ,EA,5.0,53.59,267.95,01-51-23
1367,8,1253-0057,2,Dick's Lumber,DELIVERY,EA,1.0,39.0,39.0,01-51-23
1368,8,1253-0058,1,EFAS SAFETY,7.5cm crepe roller bandages,EA,10.0,6.08,60.8,01-52-16
1369,8,1253-0058,2,EFAS SAFETY,cotton triangular bandages,EA,5.0,0.62,3.1,01-52-16
1370,8,1253-0058,3,EFAS SAFETY,SAM splint,EA,1.0,12.4,12.4,01-52-16
1371,8,1253-0058,4,EFAS SAFETY,Magnifying eye lamp,EA,1.0,34.0,34.0,01-52-16
1372,8,1253-0058,5,EFAS SAFETY,boxes of cold packs,EA,2.0,27.6,55.2,01-52-16
1373,8,1253-0058,6,EFAS SAFETY,eye wash stations,EA,2.0,17.28,34.56,01-52-16
1374,8,1253-0058,7,EFAS SAFETY,digital fingertip pulse oximeter OLED,EA,1.0,67.2,67.2,01-52-16
1375,8,1253-0058,8,EFAS SAFETY,fall arrest harness,EA,1.0,48.0,48.0,01-52-16
1376,8,1253-0058,9,EFAS SAFETY,rope 100' long,EA,1.0,76.28,76.28,01-52-16
1377,8,1253-0058,10,EFAS SAFETY,rope grabs,EA,1.0,52.0,52.0,01-52-16
1378,8,1253-0058,11,EFAS SAFETY,"safety lanyard (1"" webbing  snap hook 4')",EA,1.0,37.5,37.5,01-52-16
1379,8,1253-0058,12,EFAS SAFETY,roll danger tape,EA,4.0,7.5,30.0,01-52-16
1380,8,1253-0058,13,EFAS SAFETY,roll caution tape,EA,4.0,7.5,30.0,01-52-16
1381,8,1253-0059,1,A&B Tool Rentals Ltd,HEATER CONSTRUCTION 80 0O,MOS,2.0,30.0,60.0,01-51-23
1382,8,1253-0059,2,A&B Tool Rentals Ltd,FUEL  PROPANE 100LB (90L),EA,2.0,99.99,199.98,01-51-23
1383,8,1253-0059,3,A&B Tool Rentals Ltd,CARBON TAX PER 100LBS TANK,EA,2.0,4.85,9.7,01-51-23
1384,8,1253-0059,4,A&B Tool Rentals Ltd,PROPANE SALES TAX 100LB TA,EA,2.0,2.43,4.86,01-51-23
1385,8,1253-0060,1,Cat Rental,WATER HOSES,EA,0.0,0.0,0.0,31-81-21
1386,8,1253-0061,1,Standard Building Supplies Ltd.,INSULATED TARPS 12 X 20,EA,8.0,69.99,559.92,01-57-41
1387,8,1253-0061,2,Standard Building Supplies Ltd.,DELIVERY,EA,1.0,49.0,49.0,01-57-41
1388,8,1253-0065,1,Super Save Propane,100lb Cyl. Propane,EA,8.0,85.0,680.0,01-51-23
1389,8,1253-0065,2,Super Save Propane,100lb Cyl. Propane ---- Rental,EA,8.0,1.5,12.0,01-51-23
1390,8,1253-0066,1,Universal Flagging Inc.,SEE BELOW ,EA,1.0,0.0,0.0,1/30/1931
1391,8,1253-0067,1,United Rentals,"PUMP 3"" + HOSES+GAS                          ",EA,1.0,0.0,0.0,31-81-21
1392,8,1253-0068,1,Dynasty Traffic Ltd.,TCP Technician   Day work   March 4th.,EA,1.0,34.0,34.0,1/30/1931
1393,8,1253-0069,1,Target Stone Slinger Services Ltd., 3/4 clear crush  1/2 clear crush ,TON,1.0,30.5,30.5,31-23-23
1394,8,1253-0069,2,Target Stone Slinger Services Ltd.,Tandem 12 Ton ,LDS,1.0,150.0,150.0,31-23-23
1395,8,1253-0070,1,Brock White Canada ULC,Geotextile ( Filter Cloth) 1.14 X 91.4,EA,1.0,90.66,90.66,31-81-21
1396,8,1253-0072,1,A&B Tool Rentals Ltd,"HOSE  2"" DISCHARGE 50' ",EA,3.0,59.29,177.87,31-81-21
1397,8,1253-0072,2,A&B Tool Rentals Ltd,HOSE  WATER 3/4 X 50' ,EA,1.0,99.95,99.95,31-81-21
1400,8,1253-0074,1,Cascade Raider Holdings Ltd - DO NOT USE,AIR HORN,EA,4.0,15.99,63.96,01-52-17
1401,8,1253-0074,2,Cascade Raider Holdings Ltd - DO NOT USE,10LB ABC FIRE EXT.,EA,6.0,67.0,402.0,01-52-17
1402,8,1253-0074,3,Cascade Raider Holdings Ltd - DO NOT USE,16 X 16 POST BASE,EA,4.0,6.25,25.0,01-52-17
1403,8,1253-0074,4,Cascade Raider Holdings Ltd - DO NOT USE,42 DELINEATOR,EA,4.0,9.5,38.0,01-52-17
1404,8,1253-0074,5,Cascade Raider Holdings Ltd - DO NOT USE,VISOR PETG 8X15.5 CLEAR,EA,1.0,2.6154,2.62,01-52-17
1405,8,1253-0074,6,Cascade Raider Holdings Ltd - DO NOT USE,WINDLESS TOURNIQUET,EA,1.0,14.88,14.88,01-52-17
1406,8,1253-0075,1,Metro Printers, #20 - No Smoking  24 x 24 ,EA,4.0,24.0,96.0,01-58-13
1408,8,1253-0077,1,Hazmasters Inc., FIRST AID KIT BC LVL 1 ,EA,1.0,55.0,55.0,01-52-16
1409,8,1253-0078,1,Standard Building Supplies Ltd.,"Pipe PVC 4""X 10' Solid   Sewer 1",EA,5.0,13.99,69.95,01-52-23
1410,8,1253-0078,2,Standard Building Supplies Ltd.,DELIVERY,EA,1.0,49.0,49.0,01-52-23
1411,10,1223-2514,1,Dick's Lumber,Traffic patch fine,LSU,10.0,31.68,316.8,01-52-23
1412,10,1223-2514,2,Dick's Lumber,6mil poly,LSU,2.0,49.95,99.9,01-52-23
1413,10,1223-2514,3,Dick's Lumber,hilti hit hy200,LSU,25.0,56.37,1409.25,01-52-23
1414,10,1223-2514,4,Dick's Lumber,screws yellow zinc 1 1/4'',LSU,1.0,78.0,78.0,01-52-23
1415,10,1223-2514,5,Dick's Lumber,adhesive PL400,LSU,12.0,4.69,56.28,01-52-23
1416,10,1223-2514,6,Dick's Lumber,caulking gun ,LSU,1.0,8.34,8.34,01-52-23
1417,10,1223-2514,7,Dick's Lumber,"skill saw blade 6 1/2""",LSU,10.0,17.27,172.7,01-52-23
1418,10,1223-2514,8,Dick's Lumber,Traffic patch course,LSU,15.0,32.0,480.0,01-52-23
1419,10,1223-2514,9,Dick's Lumber,Pallet refundable ,LSU,1.0,28.5,28.5,01-52-23
1420,10,1224- 1592,1,1110438 B.C. Ltd,Aaron Brown Carpenter week ending july 22nd,HRS,20.0,48.0,960.0,01-76-20
1421,10,1224- 1592,2,1110438 B.C. Ltd,Brian Bourque carpenter week ending 22nd July ,HRS,21.0,48.0,1008.0,09-64-70
1422,10,1224-0001,1,A&B Tool Rentals Ltd,Ladder  extension 32',LSU,1.0,12.84,12.84,01-52-25
1423,10,1224-0001,2,A&B Tool Rentals Ltd,Ladder  Extension 32' / Generator 3000W / Extension Cord #12,LSU,1.0,73.63,73.63,01-52-25
1424,10,1224-0001,3,A&B Tool Rentals Ltd,Extension Cord/Concret Drill/Bit SDS/Generator2900/Dolly/Saw,LSU,1.0,86.71,86.71,01-52-25
1425,10,1224-0001,4,A&B Tool Rentals Ltd,"Sign Flag Red / Delineator 42""",LSU,1.0,175.16,175.16,01-52-25
1427,10,1224-0002,2,Yellow Fence Rentals,General Conditions/Own Forces Work,EA,0.0,2.2,0.0,01-56-26
1428,10,1224-0002,3,Yellow Fence Rentals,General Conditions/Own Forces Work,EA,0.0,3.5,0.0,01-56-26
1429,10,1224-0002,4,Yellow Fence Rentals,General Conditions/Own Forces Work,EA,0.0,0.0,0.0,01-56-26
1431,10,1224-0003,2,Best Personnel Inc.,Labour (7-6-15),LSU,1.0,140.0,140.0,01-56-40
1437,10,1224-0006,2,Sen Western Wholesale Lumber Ltd,Delivery fee,LSU,1.0,38.0,38.0,01-52-25
1439,10,1224-0008,1,Premium Springs Water Company Inc.,Bottle Deposits,EA,0.0,10.0,0.0,01-52-23
1440,10,1224-0008,2,Premium Springs Water Company Inc.,Semi Annual Cooler Rental (7-15-15 to 1-14-16),MOS,0.0,55.0,0.0,01-52-23
1441,10,1224-0008,3,Premium Springs Water Company Inc.,18.9 L Premium Water,EA,0.0,7.5,0.0,01-52-23
1442,10,1224-0008,4,Premium Springs Water Company Inc.,Invoice 36710,LSU,1.0,65.0,65.0,01-52-23
1443,10,1224-0008,5,Premium Springs Water Company Inc.,Invoice 30612,LSU,1.0,22.5,22.5,01-52-23
1444,10,1224-0008,6,Premium Springs Water Company Inc.,Invoice 37421,LSU,1.0,135.0,135.0,01-52-23
1445,10,1224-0008,7,Premium Springs Water Company Inc.,Invoice 38563,LS,0.0,0.0,130.0,01-52-23
1446,10,1224-0008,8,Premium Springs Water Company Inc.,Invoice 39350,LS,0.0,0.0,150.0,01-52-23
1447,10,1224-0008,9,Premium Springs Water Company Inc.,Inv.45062 - 18.9L Water - 2018 09 13,LSU,3.0,6.9,20.7,01-52-23
1449,10,1224-0009,2,Sen Western Wholesale Lumber Ltd,Delivery Fee,LSU,1.0,38.0,38.0,01-52-25
1450,10,1224-0010,1,Sen Western Wholesale Lumber Ltd,SPR 2X4 KD 2&BTR 10',LSU,1.0,149.97,149.97,01-56-40
1451,10,1224-0010,2,Sen Western Wholesale Lumber Ltd,Delivery,LSU,1.0,38.0,38.0,01-56-40
1452,10,1224-0011,1,Hunky Haulers,Garbage removal,LSU,1.0,80.0,80.0,01-74-13
1453,10,1224-0012,1,Metro Printers,"Post No Bills custom plastic stencil 48""w x 25""h ",LSU,1.0,146.51,146.51,01-58-13
1455,10,1224-0014,1,Best Personnel Inc.,Temporary labor,HRS,6.0,18.95,113.7,1/30/1933
1456,10,1224-0015,1,Best Personnel Inc.,Temporary labour,HRS,8.0,18.95,151.6,1/30/1933
1457,10,1224-0015,2,Best Personnel Inc.,Carpenter,HRS,8.0,34.95,279.6,1/30/1933
1458,10,1224-0016,1,Best Personnel Inc.,Temporary labour,HRS,8.0,18.95,151.6,1/30/1933
1459,10,1224-0016,2,Best Personnel Inc.,Carpenter,HRS,8.0,34.95,279.6,1/30/1933
1460,10,1224-0017,1,Best Personnel Inc.,Temporary labour,HRS,8.0,18.95,151.6,1/30/1933
1461,10,1224-0017,2,Best Personnel Inc.,Carpenter,HRS,8.0,34.95,279.6,1/30/1933
1462,10,1224-0018,1,Best Personnel Inc.,Temporary labour,HRS,6.5,18.95,123.18,1/30/1933
1463,10,1224-0019,1,Home Depot,4 PK PADLOCK,EA,1.0,31.97,31.97,01-52-22
1464,10,1224-0019,2,Home Depot,PAD LOCK,EA,1.0,9.97,9.97,01-52-22
1465,10,1224-0019,3,Home Depot,4 PK PADLOCK,EA,1.0,31.97,31.97,01-52-22
1466,10,1224-0019,4,Home Depot,KLB-BELT KEY,EA,1.0,5.98,5.98,01-52-22
1467,10,1224-0019,5,Home Depot,KLB-METAL PU,EA,1.0,2.99,2.99,01-52-22
1468,10,1224-0019,6,Home Depot,PAD LOCK,EA,1.0,9.97,9.97,01-52-22
1469,10,1224-0019,7,Home Depot,KLB-IDENTA R,EA,1.0,2.29,2.29,01-52-22
1470,10,1224-0019,8,Home Depot,KLB-IDENTA R,EA,1.0,2.29,2.29,01-52-22
1471,10,1224-0020,1,Home Depot,"5/16"" PR",EA,10.0,3.3,33.0,01-56-26
1472,10,1224-0020,2,Home Depot,"14"" TIENAT 100",EA,1.0,9.19,9.19,01-56-26
1473,10,1224-0020,3,Home Depot,TIRE WIRE,EA,1.0,6.82,6.82,01-56-26
1474,10,1224-0021,1,Home Depot,Tool Box,EA,1.0,69.0,69.0,01-52-25
1475,10,1224-0021,2,Home Depot,Wrecking Bar,EA,1.0,17.49,17.49,01-52-25
1476,10,1224-0021,3,Home Depot,JOHN 150'FLU,EA,1.0,2.99,2.99,01-52-25
1477,10,1224-0021,4,Home Depot,"HY 20"" PRO",EA,1.0,59.98,59.98,01-52-25
1478,10,1224-0021,5,Home Depot,JOHN 150'FLU,EA,1.0,2.8,2.8,01-52-25
1479,10,1224-0021,6,Home Depot,68L GREY,EA,1.0,6.0,6.0,01-52-25
1480,10,1224-0021,7,Home Depot,68L GREY,EA,1.0,6.0,6.0,01-52-25
1481,10,1224-0021,8,Home Depot,68L GREY,EA,1.0,6.0,6.0,01-52-25
1482,10,1224-0021,9,Home Depot,68L GERY,EA,1.0,6.0,6.0,01-52-25
1483,10,1224-0021,10,Home Depot,68L GREY,EA,1.0,6.0,6.0,01-52-25
1484,10,1224-0022,1,A&B Tool Rentals Ltd,"Chainsaw 20"" gas",DYS,1.0,50.0,50.0,01-52-25
1485,10,1224-0022,2,A&B Tool Rentals Ltd,Gas can for chainsaw; Chaps for chainsaw,DYS,1.0,12.0,12.0,01-52-25
1486,10,1224-0022,3,A&B Tool Rentals Ltd,Face shield/hard hat/ear mu,DYS,1.0,8.0,8.0,01-52-25
1487,10,1224-0022,4,A&B Tool Rentals Ltd,Ladder  extension 24',DYS,1.0,15.0,15.0,01-52-25
1488,10,1224-0022,5,A&B Tool Rentals Ltd,Fuel  mixed gas 1 ltr,EA,6.0,2.5,15.0,01-52-25
1490,10,1224-0023,2,A&B Tool Rentals Ltd,Diesel fuel,EA,1.0,2.15,2.15,01-51-13
1492,10,1224-0025,1,A&B Tool Rentals Ltd,"Drill  concrete 5/8""",DYS,1.0,35.0,35.0,01-52-25
1493,10,1224-0025,2,A&B Tool Rentals Ltd,"BIT  SDS 3/16 X 4""",DYS,2.0,4.0,8.0,01-52-25
1494,10,1224-0025,3,A&B Tool Rentals Ltd,"BIT  SDS 1/4 X 6""",DYS,2.0,4.0,8.0,01-52-25
1495,10,1224-0026,1,A&B Tool Rentals Ltd,Breaker  concrete hilti,DYS,1.0,52.0,52.0,01-52-25
1496,10,1224-0026,2,A&B Tool Rentals Ltd,Point  Hilti 905,DYS,1.0,10.0,10.0,01-52-25
1497,10,1224-0026,3,A&B Tool Rentals Ltd,Chisel  Hilti 905,DYS,1.0,10.0,10.0,01-52-25
1498,10,1224-0027,1,A&B Tool Rentals Ltd,Pressure washer 4000 PSI,LSU,1.0,85.0,85.0,01-52-25
1499,10,1224-0027,2,A&B Tool Rentals Ltd,Gun/wand assembly; hose  pressure 50',DYS,1.0,12.0,12.0,01-52-25
1500,10,1224-0027,3,A&B Tool Rentals Ltd,Hose  water 3/4 X 50',DYS,2.0,7.0,14.0,01-52-25
1501,10,1224-0027,4,A&B Tool Rentals Ltd,Environmental fee,LSU,1.0,1.0,1.0,01-52-25
1502,10,1224-0027,5,A&B Tool Rentals Ltd,Fuel  gasoline 1 litre,EA,6.0,2.15,12.9,01-52-25
1503,10,1224-0027,6,A&B Tool Rentals Ltd,Fuel  gasoline 1 litre,EA,20.0,2.15,43.0,01-52-25
1504,10,1224-0028,1,Best Personnel Inc.,Temporary labour,HRS,8.0,18.95,151.6,1/30/1933
1505,10,1224-0029,1,Best Personnel Inc.,Temporary labour 7/23/15,HRS,8.0,18.95,151.6,1/30/1933
1506,10,1224-0029,2,Best Personnel Inc.,Temporary labour 7/24/15,HRS,8.0,18.95,151.6,1/30/1933
1507,10,1224-0030,1,Best Personnel Inc.,Carpenter 7/23/15,HRS,8.0,34.95,279.6,1/30/1933
1508,10,1224-0030,2,Best Personnel Inc.,Carpenter 7/24/15,HRS,8.0,34.95,279.6,1/30/1933
1509,10,1224-0031,1,Best Personnel Inc.,Temporary labour,HRS,8.0,18.95,151.6,1/30/1933
1510,10,1224-0032,1,A&B Tool Rentals Ltd,Sign flag red/orange,EA,8.0,5.99,47.92,01-52-17
1511,10,1224-0032,2,A&B Tool Rentals Ltd,SIgn (no right turn) Inv.231955C-1 to 20th Aug 2018,LSU,1.0,19.5,19.5,01-52-17
1512,10,1224-0033,1,Metro Printers,"Site safety plan  36"" X60""  coroplast laminating sign",LSU,1.0,165.0,165.0,01-58-13
1513,10,1224-0034,1,Natin General Construction Ltd.,Tools and equipments delivery (14-07-15),HRS,2.5,30.0,75.0,1/31/1940
1514,10,1224-0034,2,Natin General Construction Ltd.,Tool and equipments delivery (18-07-15),HRS,3.5,30.0,105.0,1/31/1940
1515,10,1224-0034,3,Natin General Construction Ltd.,Tool and equipments delivery (21-07-15),HRS,3.0,30.0,90.0,1/31/1940
1516,10,1224-0035,1,Home Depot,HDX professional roller mop,EA,1.0,17.98,17.98,01-52-25
1517,10,1224-0035,2,Home Depot,Pine multi-purpose cleaner 3.78L,EA,1.0,7.68,7.68,01-52-25
1518,10,1224-0035,3,Home Depot,Dirty water bucket,EA,1.0,18.99,18.99,01-52-25
1519,10,1224-0035,4,Home Depot,Plastic floding chair,EA,6.0,17.73,106.38,01-52-25
1523,10,1224-0036,4,Storm Guard Water Treatment Inc.,Floculant usage (if required),GAL,0.0,0.0001,0.0,31-25-11
1525,10,1224-0036,6,Storm Guard Water Treatment Inc.,Technician (if called out by Superintendent),HRS,0.0,78.0,0.0,31-25-11
1529,10,1224-0038,2,Sen Western Wholesale Lumber Ltd,"Fir plywood 5/8"" sqed std",SHT,10.0,23.99,239.9,01-56-40
1530,10,1224-0038,3,Sen Western Wholesale Lumber Ltd,Spray inverted orange,EA,12.0,7.99,95.88,01-52-25
1531,10,1224-0038,4,Sen Western Wholesale Lumber Ltd,Eco fee,EA,12.0,0.5,6.0,01-52-25
1532,10,1224-0038,5,Sen Western Wholesale Lumber Ltd,Spray inverted blue,EA,4.0,7.99,31.96,01-52-25
1533,10,1224-0038,6,Sen Western Wholesale Lumber Ltd,PL400 300ML sub flr adhs,EA,1.0,4.95,4.95,01-52-25
1534,10,1224-0038,7,Sen Western Wholesale Lumber Ltd,Wexford 215 caulking gun,EA,1.0,9.99,9.99,01-52-25
1535,10,1224-0038,8,Sen Western Wholesale Lumber Ltd,"Wire brush 6""",EA,1.0,8.99,8.99,01-52-25
