Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Cost Code
10,1224-CPO-155,1,Ocean Concrete,Suspended Parking and Roadway Slabs and Beams - Alt. Mix #5,m3,190,150,28500,03-31-42
10,1224-CPO-155,2,Ocean Concrete,Environmental and Carbon Levy,m3,190,7,1330,03-31-42
10,1224-CPO-155,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,180,2,360,03-31-42
10,1224-CPO-155,4,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,7,25,175,03-31-42
10,1224-CPO-156,1,Ocean Concrete,Interior Walls,m3,3.8,144,547.2,03-31-41
10,1224-CPO-156,2,Ocean Concrete,Environmental and Carbon Levy,m3,3.8,7,26.6,03-31-41
10,1224-CPO-156,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,3.8,8,30.4,03-31-41
10,1224-CPO-157,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,104,183,19032,03-31-44
10,1224-CPO-157,2,Ocean Concrete,Polarcon Accelerating - Silver,m3,104,14,1456,03-31-44
10,1224-CPO-157,3,Ocean Concrete,Environmental and Carbon Levy,m3,104,7,728,03-31-44
10,1224-CPO-158,1,Ocean Concrete,Interior Walls,m3,6.4,144,921.6,03-31-41
10,1224-CPO-158,2,Ocean Concrete,Environmental and Carbon Levy,m3,6.4,7,44.8,03-31-41
10,1224-CPO-158,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,6.4,8,51.2,03-31-41
10,1224-CPO-159,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,24.4,193,4709.2,03-31-41
10,1224-CPO-159,2,Ocean Concrete,Environmental and Carbon Levy,m3,24.4,7,170.8,03-31-41
10,1224-CPO-159,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,3.4,25,85,03-31-41
10,1224-CPO-160,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,3,188,564,03-31-41
10,1224-CPO-160,2,Ocean Concrete,Environmental and Carbon Levy,m3,3,7,21,03-31-41
10,1224-CPO-161,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,220,173,38060,03-31-44
10,1224-CPO-161,2,Ocean Concrete,Environmental and Carbon Levy,m3,220,7,1540,03-31-44
10,1224-CPO-161,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,22,5,110,03-31-44
10,1224-CPO-162,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,15.6,188,2932.8,03-31-41
10,1224-CPO-162,2,Ocean Concrete,Environmental and Carbon Levy,m3,15.6,7,109.2,03-31-41
10,1224-CPO-163,1,Ocean Concrete,Shotcrete,m3,48,202,9696,03-31-41
10,1224-CPO-163,2,Ocean Concrete,Environmental and Carbon Levy,m3,48,7,336,03-31-41
10,1224-CPO-163,3,Ocean Concrete,SolarGuard60 - set time delay & slump retention - 60 minutes,m3,32,6,192,03-31-41
10,1224-CPO-164,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,13.6,188,2556.8,03-31-41
10,1224-CPO-164,2,Ocean Concrete,Environmental and Carbon Levy,m3,13.6,7,95.2,03-31-41
10,1224-CPO-165,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,9.6,193,1852.8,03-31-41
10,1224-CPO-165,2,Ocean Concrete,Environmental and Carbon Levy,m3,9.6,7,67.2,03-31-41
10,1224-CPO-165,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-41
10,1224-CPO-166,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,28,193,5404,03-31-41
10,1224-CPO-166,2,Ocean Concrete,Environmental and Carbon Levy,m3,28,7,196,03-31-41
10,1224-CPO-166,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,3,5,15,03-31-41
10,1224-CPO-167,1,Ocean Concrete,Alternate Mix #5 - Suspended Parking and Roadway Slabs,m3,170,180,30600,03-31-42
10,1224-CPO-167,2,Ocean Concrete,Environmental and Carbon Levy,m3,170,7,1190,03-31-42
10,1224-CPO-167,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,160,2,320,03-31-42
10,1224-CPO-168,1,Ocean Concrete,Suspended Parking and Roadway Slabs and Beams - Alt. Mix #5,m3,60,150,9000,03-31-41
10,1224-CPO-168,2,Ocean Concrete,Environmental and Carbon Levy,m3,60,7,420,03-31-41
10,1224-CPO-168,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,60,2,120,03-31-41
10,1224-CPO-168,4,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,7.4,25,185,03-31-41
10,1224-CPO-169,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,9.6,193,1852.8,03-31-43
10,1224-CPO-169,2,Ocean Concrete,Environmental and Carbon Levy,m3,9.6,7,67.2,03-31-43
10,1224-CPO-169,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-170,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,9.4,193,1814.2,03-31-43
10,1224-CPO-170,2,Ocean Concrete,Environmental and Carbon Levy,m3,9.4,7,65.8,03-31-43
10,1224-CPO-170,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,2,5,10,03-31-43
10,1224-CPO-170,4,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,2.5,25,62.5,03-31-43
10,1224-CPO-171,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,19.2,188,3609.6,03-31-41
10,1224-CPO-171,2,Ocean Concrete,Environmental and Carbon Levy,m3,19.2,7,134.4,03-31-41
10,1224-CPO-171,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,7.2,25,180,03-31-41
10,1224-CPO-172,1,Ocean Concrete,Shotcrete,m3,36.6,202,7393.2,03-31-41
10,1224-CPO-172,2,Ocean Concrete,Environmental and Carbon Levy,m3,36.6,7,256.2,03-31-41
10,1224-CPO-172,3,Ocean Concrete,SolarGuard60 - set time delay & slump retention - 60 minutes,m3,12.6,6,75.6,03-31-41
10,1224-CPO-173,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,81.2,173,14047.6,03-31-44
10,1224-CPO-173,2,Ocean Concrete,Environmental and Carbon Levy,m3,81.2,7,568.4,03-31-44
10,1224-CPO-173,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,8,5,40,03-31-44
10,1224-CPO-173,4,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,6,8,48,03-31-44
10,1224-CPO-174,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,22.2,188,4173.6,03-31-41
10,1224-CPO-174,2,Ocean Concrete,Environmental and Carbon Levy,m3,22.2,7,155.4,03-31-41
10,1224-CPO-174,3,Ocean Concrete,HRWR Used on Truck,EA,10,6,60,03-31-41
10,1224-CPO-175,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,6.8,193,1312.4,03-31-43
10,1224-CPO-175,2,Ocean Concrete,Environmental and Carbon Levy,m3,6.8,7,47.6,03-31-43
10,1224-CPO-175,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-176,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,9.6,188,1804.8,03-31-41
10,1224-CPO-176,2,Ocean Concrete,Environmental and Carbon Levy,m3,9.6,7,67.2,03-31-41
10,1224-CPO-177,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,50,183,9150,03-31-44
10,1224-CPO-177,2,Ocean Concrete,Environmental and Carbon Levy,m3,50,7,350,03-31-44
10,1224-CPO-177,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,5,5,25,03-31-44
10,1224-CPO-177,4,Ocean Concrete,Polarcon Accelerating - Silver,m3,40,14,560,03-31-44
10,1224-CPO-177,5,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,20,25,500,03-31-44
10,1224-CPO-178,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,8,188,1504,03-31-41
10,1224-CPO-178,2,Ocean Concrete,Environmental and Carbon Levy,m3,8,7,56,03-31-41
10,1224-CPO-179,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,270,173,46710,03-31-44
10,1224-CPO-179,2,Ocean Concrete,Polarcon Accelerating - Bronze,m3,100,7,700,03-31-44
10,1224-CPO-179,3,Ocean Concrete,Environmental and Carbon Levy,m3,270,7,1890,03-31-44
10,1224-CPO-179,4,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,27,5,135,03-31-44
10,1224-CPO-180,1,Ocean Concrete,Shotcrete,m3,56,202,11312,03-31-41
10,1224-CPO-180,2,Ocean Concrete,Environmental and Carbon Levy,m3,56,7,392,03-31-41
10,1224-CPO-180,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,3,25,75,03-31-41
10,1224-CPO-181,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,32,188,6016,03-31-41
10,1224-CPO-181,2,Ocean Concrete,Environmental and Carbon Levy,m3,32,7,224,03-31-41
10,1224-CPO-181,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,2.4,25,60,03-31-41
10,1224-CPO-182,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,205.8,173,35603.4,03-31-44
10,1224-CPO-182,2,Ocean Concrete,Environmental and Carbon Levy,m3,205.8,7,1440.6,03-31-44
10,1224-CPO-182,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,20,5,100,03-31-44
10,1224-CPO-182,4,Ocean Concrete,Polarcon Accelerating - Bronze,m3,20,7,140,03-31-44
10,1224-CPO-183,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,9.6,193,1852.8,03-31-43
10,1224-CPO-183,2,Ocean Concrete,Environmental and Carbon Levy,m3,9.6,7,67.2,03-31-43
10,1224-CPO-183,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-184,1,Ocean Concrete,Suspended Parking and Roadway Slabs and Beams - Alt. Mix #5,m3,80,150,12000,03-31-42
10,1224-CPO-184,2,Ocean Concrete,Environmental and Carbon Levy,m3,80,7,560,03-31-42
10,1224-CPO-184,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,80,2,160,03-31-42
10,1224-CPO-185,1,Ocean Concrete,Alternate Mix #5 - Suspended Parking and Roadway Slabs,m3,50,180,9000,03-31-42
10,1224-CPO-185,2,Ocean Concrete,Environmental and Carbon Levy,m3,50,7,350,03-31-42
10,1224-CPO-185,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,50,2,100,03-31-42
10,1224-CPO-186,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,4.6,188,864.8,03-31-41
10,1224-CPO-186,2,Ocean Concrete,Environmental and Carbon Levy,m3,4.6,7,32.2,03-31-41
10,1224-CPO-187,1,Ocean Concrete,Shotcrete with Kryton's KIM,m3,37,272,10064,03-31-41
10,1224-CPO-187,2,Ocean Concrete,Environmental and Carbon Levy,m3,37,7,259,03-31-41
10,1224-CPO-187,3,Ocean Concrete,Polarcon Accelerating - Bronze,m3,37,7,259,03-31-41
10,1224-CPO-188,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,28.8,193,5558.4,03-31-43
10,1224-CPO-188,2,Ocean Concrete,Environmental and Carbon Levy,m3,28.8,7,201.6,03-31-43
10,1224-CPO-188,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,3,5,15,03-31-43
10,1224-CPO-188,4,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,11.6,25,290,03-31-43
10,1224-CPO-189,1,Ocean Concrete,High Flow - Walls - Alt. to Mix #11,m3,7,232,1624,03-31-43
10,1224-CPO-189,2,Ocean Concrete,Environmental and Carbon Levy,m3,7,7,49,03-31-43
10,1224-CPO-189,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-190,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,8,188,1504,03-31-41
10,1224-CPO-190,2,Ocean Concrete,Environmental and Carbon Levy,m3,8,7,56,03-31-41
10,1224-CPO-191,1,Ocean Concrete,Shotcrete for 55 MPa Applications,m3,59,266,15694,03-31-43
10,1224-CPO-191,2,Ocean Concrete,Environmental and Carbon Levy,m3,59,7,413,03-31-43
10,1224-CPO-191,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,8,5,40,03-31-43
10,1224-CPO-191,4,Ocean Concrete,SolarGuard90 - set time delay & slump retention - 90 minutes,m3,51,9,459,03-31-43
10,1224-CPO-191,5,Ocean Concrete,Overtime - Applies to 7:00am and after 5:00pm,HRS,2.5,70,175,03-31-43
10,1224-CPO-191,6,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,9,25,225,03-31-43
10,1224-CPO-192,1,Ocean Concrete,Shotcrete with Kryton's KIM,m3,10,231,2310,03-31-42
10,1224-CPO-192,2,Ocean Concrete,Environmental and Carbon Levy,m3,10,7,70,03-31-42
10,1224-CPO-192,3,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,10,2,20,03-31-42
10,1224-CPO-193,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,26,178,4628,03-31-41
10,1224-CPO-193,2,Ocean Concrete,Environmental and Carbon Levy,m3,26,7,182,03-31-41
10,1224-CPO-193,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,6,25,150,03-31-41
10,1224-CPO-193,4,Ocean Concrete,HRWR Used on Truck,EA,10,6,60,03-31-41
10,1224-CPO-193,5,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,16,2,32,03-31-41
10,1224-CPO-194,1,Ocean Concrete,Interior Walls,m3,3,144,432,03-31-41
10,1224-CPO-194,2,Ocean Concrete,Environmental and Carbon Levy,m3,3,7,21,03-31-41
10,1224-CPO-195,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,148,226,33448,03-31-42
10,1224-CPO-195,2,Ocean Concrete,Environmental and Carbon Levy,m3,148,7,1036,03-31-42
10,1224-CPO-195,3,Ocean Concrete,FlowCrete - 20mm Slump Enhancement,m3,148,2,296,03-31-42
10,1224-CPO-195,4,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,2,25,50,03-31-42
10,1224-CPO-196,1,Ocean Concrete,High Flow - Walls - Alt. to Mix #11,m3,3,203,609,03-31-43
10,1224-CPO-196,2,Ocean Concrete,Environmental and Carbon Levy,m3,3,7,21,03-31-43
10,1224-CPO-196,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-197,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,19.2,188,3609.6,03-31-41
10,1224-CPO-197,2,Ocean Concrete,Environmental and Carbon Levy,m3,19.2,7,134.4,03-31-41
10,1224-CPO-197,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,4.6,25,115,03-31-41
10,1224-CPO-198,1,Ocean Concrete,Concrete Formwork  Materials  Accessories & Slab Restoration,m3,48,207,9936,03-31-41
10,1224-CPO-198,2,Ocean Concrete,Environmental and Carbon Levy,m3,48,7,336,03-31-41
10,1224-CPO-198,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,2,25,50,03-31-41
10,1224-CPO-198,4,Ocean Concrete,SolarGuard60 - set time delay & slump retention - 60 minutes,m3,32,6,192,03-31-41
10,1224-CPO-199,1,Ocean Concrete,Shotcrete for 55 MPa Applications,m3,43,266,11438,03-31-41
10,1224-CPO-199,2,Ocean Concrete,Environmental and Carbon Levy,m3,43,7,301,03-31-41
10,1224-CPO-199,3,Ocean Concrete,SolarGuard90 - set time delay & slump retention - 90 minutes,m3,35,9,315,03-31-41
10,1224-CPO-199,4,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,2.8,25,70,03-31-41
10,1224-CPO-200,1,Ocean Concrete,Sidewalks  Slab on Grade Ramps and Parking Topping,m3,10.4,150,1560,03-31-42
10,1224-CPO-200,2,Ocean Concrete,Environmental and Carbon Levy,m3,10.4,7,72.8,03-31-42
10,1224-CPO-201,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,48,193,9264,03-31-41
10,1224-CPO-201,2,Ocean Concrete,Environmental and Carbon Levy,m3,48,7,336,03-31-41
10,1224-CPO-201,3,Ocean Concrete,Overtime - Applies to 7:00am and after 5:00pm,HRS,1,70,70,03-31-41
10,1224-CPO-202,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,3.2,193,617.6,03-31-41
10,1224-CPO-202,2,Ocean Concrete,Environmental and Carbon Levy,m3,3.2,7,22.4,03-31-41
10,1224-CPO-203,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,5.2,193,1003.6,03-31-41
10,1224-CPO-203,2,Ocean Concrete,Environmental and Carbon Levy,m3,5.2,7,36.4,03-31-41
10,1224-CPO-203,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-41
10,1224-CPO-204,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,22,193,4246,03-31-41
10,1224-CPO-204,2,Ocean Concrete,Environmental and Carbon Levy,m3,22,7,154,03-31-41
10,1224-CPO-204,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,7.2,25,180,03-31-41
10,1224-CPO-205,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,4.6,193,887.8,03-31-43
10,1224-CPO-205,2,Ocean Concrete,Delay Set,EA,1,20,20,03-31-43
10,1224-CPO-205,3,Ocean Concrete,Environmental and Carbon Levy,m3,4.6,7,32.2,03-31-43
10,1224-CPO-206,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,6,188,1128,03-31-41
10,1224-CPO-206,2,Ocean Concrete,Environmental and Carbon Levy,m3,6,7,42,03-31-41
10,1224-CPO-207,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,8.2,188,1541.6,03-31-41
10,1224-CPO-207,2,Ocean Concrete,Environmental and Carbon Levy,m3,8.2,7,57.4,03-31-41
10,1224-CPO-207,3,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,5,25,125,03-31-41
10,1224-CPO-208,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,3.6,193,694.8,03-31-43
10,1224-CPO-208,2,Ocean Concrete,Environmental and Carbon Levy,m3,3.6,7,25.2,03-31-43
10,1224-CPO-208,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-209,1,Ocean Concrete,Interior Walls,m3,6.8,149,1013.2,03-31-41
10,1224-CPO-209,2,Ocean Concrete,Environmental and Carbon Levy,m3,6.8,7,47.6,03-31-41
10,1224-CPO-209,3,Ocean Concrete,Delay Set,EA,1,20,20,03-31-41
10,1224-CPO-209,4,Ocean Concrete,FlowCrete - 130mm Slump Enhancement,m3,6.8,8,54.4,03-31-41
10,1224-CPO-210,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,5.2,193,1003.6,03-31-43
10,1224-CPO-210,2,Ocean Concrete,Environmental and Carbon Levy,m3,5.2,7,36.4,03-31-43
10,1224-CPO-210,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-210,4,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,3,25,75,03-31-43
10,1224-CPO-210,5,Ocean Concrete,HRWR Used on Truck,EA,4,6,24,03-31-43
10,1224-CPO-211,1,Ocean Concrete,Shotcrete for 55 MPa Applications,m3,23.6,266,6277.6,03-31-43
10,1224-CPO-211,2,Ocean Concrete,Environmental and Carbon Levy,m3,23.6,7,165.2,03-31-43
10,1224-CPO-211,3,Ocean Concrete,SolarGuard60 - set time delay & slump retention - 60 minutes,m3,12,6,72,03-31-43
10,1224-CPO-211,4,Ocean Concrete,SolarGuard90 - set time delay & slump retention - 90 minutes,m3,5.6,9,50.4,03-31-43
10,1224-CPO-211,5,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,4,5,20,03-31-43
10,1224-CPO-211,6,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,5.6,25,140,03-31-43
10,1224-CPO-211,7,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,2.4,25,60,03-31-43
10,1224-CPO-212,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,31.4,193,6060.2,03-31-41
10,1224-CPO-212,2,Ocean Concrete,Environmental and Carbon Levy,m3,31.4,7,219.8,03-31-41
10,1224-CPO-213,1,Ocean Concrete,Seismic Footings,m3,3,149,447,03-31-43
10,1224-CPO-213,2,Ocean Concrete,Environmental and Carbon Levy,m3,3,7,21,03-31-43
10,1224-CPO-213,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-214,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,4,193,772,03-31-43
10,1224-CPO-214,2,Ocean Concrete,Environmental and Carbon Levy,m3,4,7,28,03-31-43
10,1224-CPO-214,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-215,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,50,193,9650,03-31-41
10,1224-CPO-215,2,Ocean Concrete,Environmental and Carbon Levy,m3,50,7,350,03-31-41
10,1224-CPO-215,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,6,5,30,03-31-41
10,1224-CPO-215,4,Ocean Concrete,Overtime - Applies to 7:00am and after 5:00pm,HRS,2,70,140,03-31-41
10,1224-CPO-216,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,6,193,1158,03-31-43
10,1224-CPO-216,2,Ocean Concrete,Environmental and Carbon Levy,m3,6,7,42,03-31-43
10,1224-CPO-216,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-217,1,Ocean Concrete,Suspended Parking and Roadway Slabs and Beams,m3,3,159,477,03-31-44
10,1224-CPO-217,2,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-44
10,1224-CPO-217,3,Ocean Concrete,Environmental and Carbon Levy,m3,3,7,21,03-31-44
10,1224-CPO-218,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,3.4,193,656.2,03-31-43
10,1224-CPO-218,2,Ocean Concrete,Environmental and Carbon Levy,m3,3.4,7,23.8,03-31-43
10,1224-CPO-218,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-219,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,4.6,193,887.8,03-31-43
10,1224-CPO-219,2,Ocean Concrete,Delay Set,EA,1,20,20,03-31-43
10,1224-CPO-219,3,Ocean Concrete,Environmental and Carbon Levy,m3,4.6,7,32.2,03-31-43
10,1224-CPO-219,4,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-220,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,31.4,193,6060.2,03-31-43
10,1224-CPO-220,2,Ocean Concrete,Environmental and Carbon Levy,m3,31.4,7,219.8,03-31-43
10,1224-CPO-221,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,9.6,193,1852.8,03-31-43
10,1224-CPO-221,2,Ocean Concrete,Environmental and Carbon Levy,m3,9.6,7,67.2,03-31-43
10,1224-CPO-221,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-222,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,33,193,6369,03-31-43
10,1224-CPO-222,2,Ocean Concrete,Environmental and Carbon Levy,m3,33,7,231,03-31-43
10,1224-CPO-222,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,4,5,20,03-31-43
10,1224-CPO-222,4,Ocean Concrete,Delay Set,EA,2,20,40,03-31-43
10,1224-CPO-223,1,Ocean Concrete,Slabs and Beams; Interior UNO,m3,62,173,10726,03-31-44
10,1224-CPO-223,2,Ocean Concrete,Environmental and Carbon Levy,m3,62,7,434,03-31-44
10,1224-CPO-223,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,6,5,30,03-31-44
10,1224-CPO-224,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,28,193,5404,03-31-43
10,1224-CPO-224,2,Ocean Concrete,Environmental and Carbon Levy,m3,28,7,196,03-31-43
10,1224-CPO-224,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,3,5,15,03-31-43
10,1224-CPO-224,4,Ocean Concrete,SolarGuard60 - set time delay & slump retention - 60 minutes,m3,28,6,168,03-31-43
10,1224-CPO-224,5,Ocean Concrete,Return Concrete Premium (over 2 m3),m3,2.6,25,65,03-31-43
10,1224-CPO-225,1,Ocean Concrete,High Early 20MPa @ 36 Hours - Alt. Mix #24,m3,70,174,12180,03-31-44
10,1224-CPO-225,2,Ocean Concrete,Environmental and Carbon Levy,m3,70,7,490,03-31-44
10,1224-CPO-225,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,7,5,35,03-31-44
10,1224-CPO-226,1,Ocean Concrete,Int. Columns Lv. 1 to U/S of Lv. 12; Parking Columns PTC1-9,m3,12.8,193,2470.4,03-31-43
10,1224-CPO-226,2,Ocean Concrete,Environmental and Carbon Levy,m3,12.8,7,89.6,03-31-43
10,1224-CPO-226,3,Ocean Concrete,Fuel Surcharge  $1.00/L to $1.20/L,LDS,1,5,5,03-31-43
10,1224-CPO-226,4,Ocean Concrete,SolarGuard90 - set time delay & slump retention - 90 minutes,m3,12.8,9,115.2,03-31-43
10,1224-CPO-226,5,Ocean Concrete,Delay Set,EA,2,20,40,03-31-43
